Restaurant Name,Rating,Category,Address,,,,,,
Shell  (3250 Schmon Parkway.),4.3,Convenience,3250 Schmon Parkway.,Thorold,ON,L2V,4Y6,,
Williams Fresh Cafe (Dorchester),4.6,Sandwich,4025 Dorchester Rd #245,Niagara Falls,ON,L2E,,,
Big bee convenience and food mart,3.7,Canadian,66 Geneva St,St Catharines,ON,L2R,4M7,,
Early Bird Restaurant,4.3,Breakfast and brunch,2 Merritt Street,St. Catharines,ON,L2T,1J3,,
Cinnabon (Vansickle),New,Bakery,420 Vansickle Rd,St. Catharines,ON,L2S,0C7,,
Monster Cupcakes (Vansickle),New,Desserts,420 Vansickle Rd,St. Catharines,ON,L2S,0C7,,
Amaya Indian Street Food (Vansickle),New,Indian,420 Vansickle Rd,St. Catharines,ON,L2S,0C7,,
Cora Déjeuners et Diners  (St. Catharines),4.3,Breakfast and brunch,210 Glendale Avenue B3,Saint Catharine'S,ON,L2T,3Y6,,
Petro-Canada (7950 McLeod Road),New,Everyday Essentials,7950 Mcleod Road,Niagara Falls,ON,L2E,,,
Ghost Kitchen Brands (Vansickle),New,Desserts,420 Vansickle Rd,St. Catharines,ON,L2S,0C7,,
Crepe Delicious (Vansickle),New,Desserts,420 Vansickle Road,St. Catharines,ON,L2S,0C7,,
Quiznos (Vansickle),New,Sandwiches,420 Vansickle Rd,St Catharines,ON,L2S,0C7,,
CoCo Fresh Tea & Juice (St. Catharines),4.9,Bubble tea,B7-344 Glendale Avenue,St. Catharines,ON,L2T,4.00E+03,,
Filmy Tadka,3.7,Indian,8674 Lundy'S Lane,Niagara Falls,ON,L2H,1H4,,
East Izakaya (King St),4.7,Japanese,129 King St,St Catharines,ON,L2R,,,
WIND Japanese and Thai (King St.),4.8,Sushi,131 King Street,St. Catharines,ON,L2R,,,
Rollzup ice cream,4.8,Ice Cream & Frozen Yogurt,7572 Lundy'S Ln,Niagara Falls,ON,L2H,,,
Pho Ngon,4.7,Vietnamese,55 Saint Paul Street West,Saint Catharine'S,ON,L2S,2C4,,
sushi paradise,4.6,Sushi,210 Glendale Ave,B1a,ON,Catharines,,,
Pizza Pizza (Lake St. and Nihan Dr.),4.7,Pizza,367 Lake St,2,ON,Catharines,,,
MA Chinese Cuisine,4.5,Asian,123 Geneva Street,St. Catharines,ON,L2R,4N3,,
Passage to India Restaurant,4.4,Indian,5546 Robinson St,Niagara Falls,ON,L2G,,,
Volcano Pizzeria,4.5,Pizza,256 East Main Street Welland,On L3b 3w9,ON,,,,
Three Uncles Korean Chicken (Glenridge),4.4,Korean,198 Glenridge Avenue,Saint Catharines,ON,L2T,,,
BIG TUNA ASIAN CUISINE,4.5,Asian Fusion,350 Ontario St,101,ON,Catharines,,,
KF Tea (Welland),4.8,Asian,30 Rice Road #Unit 9,Welland,ON,L3C,5Y6,,
KFC (295 4th ave West),4.7,American,295 4th Ave West,St. Catharines,ON,L2R,6P9,,
Pie Guys Pizzeria(130 Highway),New,Pizza,130 Highway #20 East Fonthill,On L0s 1e6 Canada,ON,,,,
Wings Block,4.5,Wings,515 King St,Welland,ON,L3B,3K4,,
The Fry,4.8,Korean,6530 Lundy'S Lane,Niagara Falls,ON,L2G,1T6,,
Landmark Cinemas (St. Catharines),4.2,American,221 Glendale Ave,St. Catharines,ON,L2T,2K9,,
Church's Texas Chicken (5846 Drummond Road),4.4,Comfort food,5846 Drummond Road,Niagara Falls,ON,L2G,4L5,,
Swiss Chalet (Geneva St),4.5,Burgers,285 Geneva St,St. Catharines,ON,L2N,,,
Lee's home taste Braised  Chicken（老李黄焖鸡）,4.5,Chinese,100 Fourth Ave #7,St. Catharines,ON,L2S,3Z5,,
Little Caesars (Lincoln Street),4.6,Pizza,300 Lincoln Street,Unit 12,ON,,,,
Lester D's Reel Diner,4.4,Burgers,144 Hartzel Rd,St. Catharines,ON,L2P,1N8,,
Fat Cat's Pizza Inc,4.5,Italian,106 Rockwood Ave,St. Catharines,ON,L2P,,,
City South Pizza (Niagara),4.2,Pizza,7939 Lundy'S Lane,Niagara Falls,ON,L2H,1H3,,
Hewad Kabab & Shawarma,4.6,Afghan,55 St Paul St,St. Catharines,ON,L2R,3M3,,
Jack Astor's (400 Ontario St.),4.3,Burgers,400 Ontario St.,St. Catharines,ON,L2R,,,
Gino's Pizza (Glenridge Ave),4.6,Pizza,224 Glenridge Ave,St Catharines,ON,L2T,3J8,,
Culinary Dropout Fonthill,4.6,American,200 Highway 20 East  #6,Pelham,ON,L0S,,,
Bamboo Restaurant,4.3,chinese,641 King St,Welland,ON,L3B,3L5,,
Magnolia Chinese Cuisine,4.3,Chinese,7666 Lundy'S Lane,Niagara Falls,ON,L2H,1H1,,
Asia Fusion,4.3,Asian fusion,248 Wellington Street,Welland,ON,L3B,1B5,,
Rangla Punjab Indian Restaurant,3.9,Indian,5550 Ferry St,Niagara Falls,ON,L2G,1S4,,
Pete's Pizza,4.4,Pizza,4914 Victoria Ave,Niagara Falls,ON,L2E,4C6,,
Hijabeez Shawarma & Falafel House,4.8,Mediterranean,6850 Thorold Stone Road Unit 5,Niagara Falls,ON,L2J,1B4,,
Twice the Deal (30 Rice Road),4.5,Italian,30 Rice Rd,Welland,ON,L3C,2V4,,
Green Island Chinese Resturant and Bar,4.4,Chinese,8278 Regional Rd 57,Niagara Falls,ON,L2H,,,
Hot Kitchen,4.3,Indian,491 Merritt St,St Catharines,ON,L2P,,,
Firehouse Subs (Niagara Falls),4.7,Sandwich,6758 Lundy'S Ln,Unit 6,ON,Falls,,,
The Pizzeria,4.2,Pizza,6175 Dunn St,Niagara Falls,ON,L2G,2P4,,
Fresh Burrito (5932 Victoria Ave),4.4,Mexican,5932 Victoria Avenue,Unit 6,ON,Falls,,,
Smoke's Poutinerie (St Paul & James),4.6,Fast food,10 Summer St,St. Catharine'S,ON,L2R,,,
Volcanos Pizzeria (Fonthill),New,Pizza,1409 Pelham St,ON L0S,ON,,,,
Subito Sandwich,4.8,Sandwich,389 Gladstone Ave,Ottawa,ON,K2P,0Y9,,
Burger King #12882 (199 Montreal Road),4.6,American,199 Montreal Road,Vanier,ON,K1L,,,
Pizza Pizza (673 West Somerset Street),4.7,Chicken Strips,673 West Somerset Street,Ottawa,ON,K1R,,,
McDonald's (Elgin St),4.5,Fast food,252 Elgin St,Ottawa,ON,K2P,,,
SAFI FINE FOODS INC,4.9,Halal,296 Somerset Street East,Ottawa,ON,K1N,6W1,,
Starbucks (Kent & Albert),4.9,Bakery,340 Albert Street,Ottawa,ON,K1R,7Y6,,
A&W (155 Queen Street),4.4,Fast food,155 Queen Street,Ottawa,ON,K1P,,,
Harvey's (Bronson & Arlington),4.7,Burgers,564 Bronson Ave,Ottawa,ON,K1R,6K3,,
Lusa Bakery,4.8,Modern European,1111 Wellington Street West Ottawa,On K1Y 2Y6,ON,,,,
Aladdin Bakery (St Laurent & Donald),4.9,Bakery,1020 St Laurent Blvd,Unit 7,ON,,,,
La Fiesta Latina,4.6,Mexican,565 Somerset St W,Ottawa,ON,K1r,,,
Kettlemans Bagel (Bank),4.7,Sandwich,912 Bank St,Ottawa,ON,K1s,3w6,,
New King Shawarma Plus,4.8,Middle Eastern,205 Bank St,Ottawa,ON,K2P,,,
Zesty Market (280 Elgin St),4.5,Convenience,280 Elgin St,Ottawa,ON,K2P,1M2,,
Breakfast by Gabriel's,4.6,Pizza,100 Metcalfe Street,Ottawa,ON,K1P,,,
Pho Bo Ga King (Somerset),4.5,Thai,778 Somerset St W,Ottawa,ON,K1R,,,
Prince Ali Bakery,4.9,Middle Eastern,1600 Walkley Rd,Ottawa,ON,k1v6p5,,,
"Thai Express (50 Rideau Street, Unit FC006)",4.7,Thai,50 Rideau Street ,Unit FC006,ON,,,,
Egg Pops Cafe and Grill,4.6,Breakfast and brunch,358 Rideau Street Ottawa,On K1n 5y6 Canada,ON,,,,
GoForSushi,4.6,Japanese: Sushi,344 Slater St,Ottawa,ON,K1R,,,
Sherwood Market & Deli,4.9,Sandwiches,111 Sherwood Drive,Ottawa,ON,K1Y,,,
Lollo Salads,4.9,Salads,60 George St,Ottawa,ON,K1N,,,
Tealive,4.7,Bubble tea,675 Somerset St W,Ottawa,ON,K1R,6P3,,
Accacia Fine Pastries & Desserts,4.6,Desserts,1020 St Laurent Blvd,Ottawa,ON,K1k,4s2,,
Some Coffee & Some Tea,4.7,American,300 Laurier Avenue West,Ottawa,ON,K1A,1J2,,
Cora Breakfast and Lunch  (179 Rideau Street),4.5,Breakfast and brunch,179 Rideau Street,Ottawa,ON,K1N,,,
Dollarama (255 Elgin St),4.6,Toys,255 Elgin St,Ottawa,ON,K2P,1L8,,
Oat Couture Oatmeal Cafe,4.8,Healthy,750 Gladstone Avenue,Ottawa,ON,K1R,6X5,,
MEDITERRANEAN BAKERY AND PIZZA,4.5,American,2698 Alta Vista Drive,Ottawa,ON,K1V,,,
Sunset Grill (100 Marche Way),4.4,Breakfast and brunch,100 Marche Way,Ottawa,ON,K1S,5J3,,
Subway (Montreal Rd),4.7,Sandwich,161 Montreal Rd,Ottawa,ON,K1L,6.00E+04,,
Booster Juice (344 Slater Street),New,Healthy,344 Slater St Unit 22a,Ottawa,ON,K1R,7Y3,,
Tim Hortons (100 Metcalfe Street),4.6,Cafe,100 Metcalfe Street,Ottawa,ON,K1P,0A7,,
Farhat’s Bakery,4.7,Desserts,1119 Meadowlands Dr E,Ottawa,ON,K2E,6J5,,
Reynolds Restaurant,4.8,Deli,874 Clyde Ave,Ottawa,ON,K1Z,,,
John Juan Burrito,4.7,Mexican,1091 St Laurent Blvd,2,ON,,,,
Strawberry Blonde Bakery (Wellington),4.7,Bakery,111 Richmond Rd,Ottawa,ON,K1Z,,,
Geenie Bakery,4.8,Halal,209 Glen Park Dr,Ottawa,ON,K1B,5B8,,
Cadmans Montreal Bagels ((Mtl rd & Vanier Pkwy),4.7,Canadian,150 Montreal Road,Vanier,ON,K1L,8H2,,
Bridgehead Coffee (224 Dalhousie St),4.8,Coffee & tea,224 Dalhousie Street,Ottawa,ON,K1N,5H7,,
Little Caesars (355 Montreal Rd.),4.3,Pizza,355 Montreal Road,Vanier,ON,K1L,,,
Juice Dudez,4.7,Juice & Smoothies,A-91 Richmond Rd,Ottawa,ON,K1Z,,,
Drip House (Breakfast),4.9,Coffee & tea,121 Parkdale Avenue,Ottawa,ON,K1Y,1.00E+06,,
Roberto's Corner,4.9,Italian,1034 Pleasant Park Rd,Ottawa,ON,K1G,2A1,,
Wellington Diner,4.7,Burgers,1385 Wellington St W,Ottawa,ON,K1Y,2X1,,
Edo Japan -  College Square,4.7,Asian,1379 Woodroffe Ave,Nepean,ON,K2G,,,
Cinnaholic (Ottawa),4.7,Desserts,900 Exhibition Way,102,ON,,,,
Sweet Castle,4.4,Desserts,2446 Bank St,Ottawa,ON,K1T,,,
Drip House,4.5,Breakfast and brunch,340 Parkdale Ave B,Ottawa,ON,K1Y,,,
Punjabi Canteen,4.5,Indian,1234 Merivale Rd,Ottawa,ON,K2C,4C3,,
E. T. Cafe,4.9,Breakfast and brunch,1355 Bank St,Ottawa,ON,K1H,,,
Figaro Coffee House,4.9,Breakfast and brunch,650 Industrial Ave,Ottawa,ON,K1G,5A5,,
Ali Baba Bakery,4.8,Middle Eastern,200 Vanguard Dr,7,ON,,,,
Broadway Bar & Grill (Innes),4.7,Burgers,1486 Innes Rd,Ottawa,ON,K1B,,,
Hasty Market (158 McArthur Ave),New,Convenience,158 Mcarthur Ave,Ottawa,ON,K1L,7.00E+07,,
Metro (50 Beechwood Ave),4.7,Grocery,50 Beechwood Ave,Ottawa,ON,K1L,8B3,,
Barburrito (Hunt Club),4.5,Mexican,280 W Hunt Club Rd,Ottawa,ON,K2E,1A5,,
Mr. Puffs (Lansdowne),4.6,Pastry,200 Marché Way,109,ON,,,,
Club House - Ottawa,4.6,Sandwich,874 Clyde Avenue North,Ottawa,ON,K2A,,,
The Cake Shop INC,4.8,Desserts,1200 Wellington St W C,Ottawa,ON,K1Y,,,
Walmart (2277 Riverside Dr.),New,Grocery,2277 Riverside Dr,Ottawa,ON,K1H,7X6,,
Ottawa South Groceteria,4.6,Convenience,431 Sunnyside Avenue,Ottawa,ON,K1S,,,
Cadmans Montreal Bagels,4.5,Canadian,2177 Carling Ave,Ottawa,ON,K2A,3V6,,
STACKED Smoked meat,4.6,Breakfast & Brunch,2679 Bank St,Gloucester,ON,K1T,,,
SemSem ( bank st.),4.8,Middle Eastern,2430 Bank Street,Ottawa,ON,K1V,0T7,,
Broadway Bar & Grill (Orleans),4.6,Bar food,1615 Orleans Blvd,ON K1C 7E2,ON,,,,
PetSmart (Ottawa Herongate),4.9,Pet supplies,1600 Heron Road  Unit 1,Ottawa,ON,K1V,2P5,,
Broadway Bar & Grill (Riverside South),4.7,Burgers,665 Earl Armstrong Road,Gloucester,ON,K1V,,,
Desi Tadka food,4.5,Indian,2006 Robertson Road,Unit 10 Nepean,ON,K2H,,,
Canadian Tire Gas+ (Heron/Bank),4.6,Snacks,1176 Heron Rd.,Ottawa,ON,K1V,6B2,,
Cinnabon St Laurent,4.5,Bakery,1200 St Laurent Blvd,Ottawa,ON,K1K,3B8,,
Sweetdaddy,4.6,Convenience,654 Montreal Road,Ottawa,ON,K1K,0T3,,
New York Fries (Billings Bridge Plaza),4.5,American,2277 Riverside Drive ,Unit 219,ON,,,,
Quelque Chose Macaron Boutique,4.6,Desserts,379 Richmond Road,Ottawa,ON,K2A,,,
Food Basics (1021 Cyrville Road),4.5,Everyday Essentials,1021 Cyrville Road,Ottawa,ON,K1J,7S3,,
Second Cup (St Laurent Shopping Mall),New,Bakery,1200 St. Laurent Blvd.,K7,ON,,,,
The Baker,4.9,American,3570 Strandherd Dr,Nepean,ON,,,,
Adonis (1055 St. Laurent Blvd),4.2,Grocery,1055 Boulevard St Laurent,Ottawa,ON,K1K,3B1,,
The Cupcake Lounge (Westboro),4.9,Desserts,324 Richmond Rd,Ottawa,ON,K1Z,6X6,,
Maverick's Donut Company (Westboro),New,American,307a Richmond Road,Ottawa,ON,K1Z,,,
7-Eleven (710 W 6th Ave),4.7,Bakery,710 W 6th Ave,Vancouver,BC,V5Z,,,
Subway (Granville),4.6,American,1255 Granville Street,Vancouver,BC,V6B,,,
Kingsway BBQ house 宽窄巷子,4.3,Chinese,3488 Kingsway,Vancouver,Bc,V5R,,,
Freshslice Pizza (6374 Fraser Street),4.5,wings,6374 Fraser St,Vancouver,BC,V5W,3A4,,
McDonald's (Main & 29th),4.8,Burgers,4445 Main St,Vancouver,BC,Columbia,V5V,,
One-Stop-Shop,4,Everyday essentials,780 Nelson Street,Vancouver,BC,V6Z,,,
Davie Dosa Company,4.5,South Indian,1235 Davie St,Vancouver,BC,V6E,1N4,,
Blenz Coffee (700 Davie St),3.7,Coffee & tea,700 Davie St,Vancouver,BC,V6Z,1B6,,
Starbucks (East 2nd & Quebec),4.8,Bakery,1777 Quebec Street,Vancouver,BC,V5T,0.00E+00,,
A&W (467 West Broadway),4.7,Fast food,467 West Broadway,Vancouver,BC,V5Y,1R4,,
Body Energy Club (Coal Harbour),4.7,Juice & Smoothies,1198 West Pender Street,Vancouver,BC,V6E,,,
Breka Bakery & Café (Davie),4.9,Desserts,855 Davie St,Vancouver,BC,V6Z,,,
Dhaliwal Sweet & Restaurant,4.3,Indian,6555 Fraser St,Vancouver,BC,V5X,,,
Tim Hortons (195 Terminal Avenue ),4.1,Bakery,195 Terminal Avenue,Vancouver,BC,V6A,4C4,,
Biryaniwalla (Vancouver),4.1,Indian,6560 Main Street Vancouver,Bc V5x 3g9 Canada,BC,,,,
Cineplex Cinemas - The Park Theatre,4.9,Fast food,3440 Cambie Street,Vancouver,BC,V5Z,2W8,,
True Confections (Denman & Haro),4.8,Desserts,866 Denman St,Vancouver,BC,V6G,2L8,,
Booster Juice (Commercial Drive),4.5,Juice & Smoothies,2430 Commercial Drive,Vancouver,BC,V5N,4B9,,
Sharetea (Cambie),4.8,Asian,2828 Cambie St,Vancouver,BC,V5Y,,,
Pizzeria Farina,4.8,Pizza,915 Main St,Vancouver,BC,V6A,2V8,,
Winter Bear,4.7,Desserts,907 Denman Street,Vancouver,BC,V6G,2L9,,
小黑糖 Baroness (780 Denman),4.6,Asian,780 Denman Street,Vancouver,BC,V6G,1C9,,
JAPADOG (McArthur Glen Outlet Mall),New,American,Mcarthur Glen Outlet Mall 7899 Templeton Station Road,1201,BC,,,,
Meet Fresh 鲜芋仙 (Robson St),4.8,Desserts,1232 Robson St,Vancouver,BC,V6E,,,
Sharetea (Kingsway),4.8,Bubble tea,3619 Kingsway,Vancouver,BC,V5R,5M1,,
Hey! I am Yogost (W Boulevard),4.8,Healthy,5631 West Boulevard,Vancouver,BC,V6M,3W7,,
Pizzeria Grano,4.7,Pizza,3240 Main Street,Vancouver,BC,V5V,3M5,,
Yum Sweet Shop,4.9,Bakery,4150 Main St,Vancouver,BC,V5V,3P7,,
Zab Zaab Thai Cuisine,4.9,Thai,1211 Hamilton St,Vancouver,BC,V6B,6K3,,
Sun Bo Kong Vegetarian Restaurant 新宝光素食,4.6,Chinese,1363 Kingsway,Vancouver,BC,V5V,,,
Momo Sushi Gastown,4.9,Sushi,375 Water St #6,Vancouver,BC,Vancouver,V6B,,
Sushigo,4.5,Sushi,570 Bute St,Vancouver,BC,V6E,,,
The Bubble Tea Shop (Olympic Village),4.7,Bubble tea,1764 Manitoba Street,Vancouver,BC,V5Y,,,
Virtuous Pie (Main St),4.8,Ice Cream & Frozen Yogurt,583 Main Street,Vancouver,BC,V6A,,,
Sunflower Bubble Tea,4.8,Asian,5125 Joyce St,Vancouver,BC,V5R,,,
Simply sushi bar,4.8,Sushi,3309 West Broadway,温哥华,BC,V6R,2B1,,
The First Dessert,4.5,Asian Fusion,5857 Victoria Dr,Vancouver,BC,V5P,,,
GotLot Tea Metro,4.7,Desserts,5021 Kingsway,Burnaby,BC,V5H,4A5,,
Burrata Pizzeria,4.9,Pizza,2104 W 41st Ave,Vancouver,BC,V6M,,,
Milk & Sugar Cafe,4.7,Asian,3365 Kingsway,Vancouver,BC,V5R,,,
Pho Central Vietnamese Restaurant,4.9,Vietnamese,1161 Davie Street,Vancouver,BC,V6E,1N2,,
Sushi Bros,4.8,Sushi,380 Robson St,Vancouver,BC,V6B,,,
Dolce Amore,4.9,Ice Cream & Frozen Yogurt,1588 Commercial Dr,Vancouver,BC,V5L,3Y2,,
Pho Japolo (Kitsilano),5,Vietnamese,2807 Broadway W,Vancouver,BC,Vancouver,V6K,2G6,
Naruto Sushi,4.8,Sushi,2763 Commercial Dr,Vancouver,BC,Columbia,V5N,4C5,
Neptune Chinese Kitchen-Wesbrook,4.7,Chinese,3337 Shrum Lane,Vancouver,BC,V6S,,,
Indian Delicacy,4.7,Indian,1130 W Pender St,105,BC,,,,
The Juice Truck (Main St),4.8,Juice & Smoothies,4236 Main St,Vancouver,BC,V5V,2H1,,
Damso (Denman),4.8,Korean,867 Denman St,Vancouver,BC,V6G,2L9,,
Tom Sushi,4.9,Sushi,1175 Davie St,Vancouver,BC,V6E,,,
Cupcakes at Metrotown,4.5,Desserts,4700 Kingsway ,Unit # 1136A,BC,,,,
101 BOBA 50嵐 (Capstan Way),4.9,Asian,8338 Capstan Way #1228,Richmond,BC,V6X,,,
MIKU Vancouver,4.7,Sushi,200 Granville St # 70,Vancouver,BC,V6c,1s4,,
Body Energy Club (Downtown Vancouver),4.5,Healthy,746 Davie Street,Vancouver,BC,,,,
Dinesty Dumpling House (Burnaby),4.7,Chinese,4501 Kingsway #104,Burnaby,BC,V5H,,,
Ba Le Banh Mi,4.7,Sandwiches,701 Kingsway,Vancouver,BC,Columbia,V5T,,
Tea Drop Cafe,New,Bubble tea,1020 Howe St,Vancouver,BC,V6Z,1P5,,
Harambe Restaurant,4.6,African,2149 Commercial Drive,Vancouver,BC,V5N,4B3,,
Tap & Barrel (Shipyards),4.6,Burgers,8 Lonsdale Ave,North Vancouver,BC,V7L,,,
Barcelos Flame Grilled Chicken,4.8,Chicken,2120 Dollarton Hwy,119,BC,Vancouver,,,
Hanlin Tea House 翰林茶棧,New,Chinese,8328 Capstan Way #1121,Richmond,BC,V6X,4B6,,
BT Cafe 大拇指餐廳,New,Chinese,920 Kingsway,Vancouver,BC,V5V,3C4,,
Sushi Ville,4.6,Japanese,2068 Commercial Drive,Vancouver,BC,V5N,1L4,,
Uma Sushi,4.9,Sushi,450 W 8th Ave,Vancouver,BC,V5Y,,,
Castella Cheesecake,4.7,Desserts,1190 Robson St,Vancouver,BC,V6E,1Y4,,
Ginger Sushi,4.7,Japanese,1437 Commercial Drive,Vancouver,BC,V5L,3X8,,
Star 6 Indian Cuisine,4.3,Indian,4611 Number 6 Road #170,Richmond,BC,V6V,2L3,,
Reggiano's Pizza,4.7,Pizza,2828 West 4th Avenue,Vancouver,BC,V6K,1R2,,
Tacofino Kitsilano,4.8,Mexican,1909 W 4th Ave,Vancouver,BC,V6J,1M7,,
ChongQing Restaurant (Commercial Dr),4.6,Chinese,2808 Commercial Dr,Vancouver,BC,V5N,,,
Delicious Pho (Robson),4.7,Vietnamese,255 Robson St.,Vancouver,BC,V6B,0.00E+00,,
Truedan (Jenjudan) 珍煮丹 - Kingsway Burnaby,4.9,Desserts,4925 Kingsway,Burnaby,BC,V5H,2.00E+05,,
Bubble World (Vancouver - Robson),4.7,Asian,1325 Robson St,Vancouver,BC,V6E,,,
COBS bread - Commercial Drive,4.7,PIzza,1748 Commercial Drive,,BC,,,,
Pizzeria Ludica Vancouver,4.5,Pizza,189 Keefer Place,Vancouver,BC,V6B,,,
Modern Handi Indian Cuisine,4.7,Indian,827 Denman St,Vancouver,BC,V6G,,,
Beeryani Indian Bistro and Bar,4.7,Indian,1184 Denman St 202,Unit 202,BC,,,,
Trees Organic Coffee (Burrard),4.6,Coffee & tea,930 Burrard St,Vancouver,BC,V6Z,3G5,,
Shizenya Restaurant on Broadway,4.9,Japanese,1333 W Broadway,Vancouver,BC,V6H,,,
Baba Sweets & Restaurant - Burnaby,4.6,Indian,7561 6th St,Burnaby,BC,V3N,3M4,,
Restaurant Name,Rating,Category,Address,,BC,,,,
7-Eleven (813 Douglas St),4.7,Wings,813 Douglas St,Victoria,BC,V8W,2B9,,
McDonald's (Victoria-H),4.4,Burgers,102 1581 Hillside Avenue,VICTORIA,BC,V8T,2C1,,
On the Run 43050 | 704 Goldstream Ave,New,Everyday Essentials,704 Goldstream Avenue,Langford,BC,V9B,2X3,,
Shell (3393 Douglas St),New,Everyday Essentials,3393 Douglas Street,Victoria,BC,Columbia,V8X,,
Capones Chicken,New,Healthy,749 View St,Victoria,BC,V8W,1J9,,
Petro-Canada (3951 Shelbourne Street),New,Everyday Essentials,3951 Shelbourne Street,Victoria,BC,V8N,,,
Fresh Tandoori Flavour Indian Bistro Sidney,New,Indian,2395 Beacon Avenue,Sidney,BC,V8L,,,
Starbucks (Fort & Foul Bay),5,Bakery,1959 Fort Street,Victoria,BC,V8R,1K4,,
Ohana Sushi,4.8,Japanese,513 Fisgard Street,Victoria,BC,V8W,1R4,,
SHAKE IT Bubble Tea & Fresh Juice,4.8,Asian,3500 Uptown Boulevard,101,BC,,,,
Dairy Queen (2205 Sooke Road),4.7,American,2205 Sooke Road,Victoria,BC,V9B,1W8,,
Local Pizza - Victoria,5,Pizza,1644 Hillside Ave,Victoria,BC,V8T,2C5,,
Snowy Village Victoria,4.3,Desserts,4071 Shelbourne St #2a,Victoria,BC,V8N,5Y1,,
Pho Tru (Blanshard St),4.7,Vietnamese,1012 Blanshard St,Victoria,BC,V8T,2M1,,
Rise and Grind,4.8,Sandwich,1294 Broad St,Victoria,BC,V8W,,,
The Poke Lounge,4.9,Japanese,866 Yates St,Victoria,BC,V8W,1L8,,
White Spot (Langford),4.6,American,941 Langford Parkway,Victoria,BC,V9B,0A5,,
Ooh La La Cupcakes (1391A Hillside Ave),4.8,Cupcakes,1391a Hillside Ave,Victoria,BC,V8T,2B3,,
Freshii (1000 Douglas St),4.7,Bowls,1000 Douglas St,Victoria,BC,V8W,1C9,,
Bobadog,5,Asian fusion,1108 Blanshard Street,Victoria,BC,V8W,2H6,,
Chocolats Favoris (Victoria),4.7,Desserts,1010 Government St,Victoria,BC,V8W,,,
Purple Garden Chinese Restaurant,4.5,Chicken,1551 Cedar Hill Cross Rd,Victoria,BC,V8P,2P2,,
Morning People Food Truck,4.8,American,325 Cook St,Victoria,BC,V8V,3X5,,
Little Sweety Cakes Studio,4.4,Bakery,732 Broughton Street,Victoria,BC,V8W,1.00E+01,,
Baan Thai (Oak Bay),4.7,Thai,104 - 2000 Cadboro Bay Road,Victoria,BC,V8R,5G5,,
Cascadia Liquor Store,5,Alcohol,3671 Uptown Blvd,101,BC,,,,
Leopold's Tavern (Victoria),4.6,American,570 Yates Street,Victoria,BC,V8W,1K8,,
SH91 Tea (Partea),New,Asian,1026 Blanshard Street,Victoria,BC,V8W,2H5,,
SH91 Dessert,New,Chinese,759 Yates St,Victoria,BC,V8V,3M2,,
Masala Mantra,New,Indian,3480 Tillicum Road,Victoria,BC,V8Z,4H3,,
Phonomenal Vietnamese Cafe,4.5,Vietnamese,3749 Shelbourne Street,Victoria,BC,V8P,,,
Blue Nile African Restaurant,5,African,612 Head Street #3,Victoria,BC,V9A,5S8,,
Nautical Nellies Steak & Seafood House,4.8,Steak,1001 Wharf St,Victoria,BC,V8W,1T6,,
Szechuan Restaurant,4.3,Chinese,853 Caledonia Ave,Victoria,BC,V8T,4B9,,
Golden City Restaurant,3.9,Chinese,721 Fisgard Street,Victoria,BC,V8W,0B8,,
Bird Liquor Store,4.9,Alcohol,4291 Glanford Ave,Victoria,BC,V8Z,4B9,,
Red Robin (800 Tolmie Ave),4.4,Burgers,800 Tolmie Ave,Victoria,BC,V8X,3W4,,
Curry Club,4.7,Indian,980 Blanshard Street,Victoria,BC,V8W,,,
NAMASTE INDIAN CUISINE,4.4,Indian,2950 Douglas Street,280,BC,,,,
Turmeric Indian Cuisine,4.5,Indian,777 Goldstream Avenue,Victoria,BC,V9B,,,
Pagliacci’s,4.5,Pasta,1011 Broad Street,Victoria,BC,V8W,2A1,,
Varsha Indian Kitchen,4.7,Indian,1600 Government Street,Victoria,BC,V8W,,,
Flourish BeauTea,New,Coffee & tea,667 Fort St,Victoria,BC,V8W,,,
Xing Fu Tang 幸福堂 (Victoria),4.5,Asian,608 Broughton St,Victoria,BC,V8W,,,
Yates Coffee Bar,4.6,Vegan,733 Yates St,Victoria,BC,V8W,1L6,,
Noodle Box (Uptown Blvd),4.1,Asian fusion,3500 Uptown Blvd,Saanich,BC,V8Z,0B9,,
Il Greco Restaurant,4.7,Pizza,2900 Tillicum Road,Victoria,BC,V9A,2A5,,
New York Fries (Mayfair Shopping Centre),4.2,American,Fc#5 3147 Douglas Street,Victoria,BC,V8T,,,
Little Caesars (Hillside Avenue),4.5,Pizza,1625 Hillside Avenue,VICTORIA,BC,V8T,2C3,,
Cascadia Liquor - Quadra,4.9,Alcohol,2670 Fifth St,Victoria,BC,V8T,5A8,,
Famoso Neapolitan Pizzeria (Market Square),4.7,Pizza,128-560 Johnson Street,Victoria,BC,V8W,,,
Fork'n Pork,4.5,Comfort food,1221 Wharf St,Victoria,BC,V8W,,,
Menbow Ramen Bar,4.6,Ramen,1018 Blanshard Street,Victoria,BC,Columbia,V8W,2H5,
Ono Poké,4.7,Asian,3531 Uptown Blvd,101,BC,,,,
The Tikka Bar,3.1,Indian,762 Broughton St,Victoria,BC,V8W,1.00E+04,,
Montana's (Victoria),4.4,BBQ,315 Burnside Rd W,Victoria,BC,V9A,,,
Dragon Roll Sushi Market,4.6,Asian,4596 West Saanich Road,Victoria,BC,V8Z,,,
